Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,Threat Level,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Infernal Maw of Lakeshore,Mage,5,Rogue,5,Ranger,4,Fighter,6,Boulder Trap,Wolves,Snake Pit,Poison Needle Trap,Goblins,Dragon,,,,,,,4.825,6,6,1,,1,6,6,1,4,4,1,5,5,0,0,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Abandoned Treasure of Lakeshore,Cleric,5,Rogue,5,Mage,3,Ranger,2,Snake Pit,Lever Puzzle Room,Skeletons,Skeletons,Zombies,Boulder Trap,Ghosts,,,,,,3.5,7,7,1,,0,0,0,1,2,2,1,3,3,1,5,5,0,0,0,1,5,5,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1,0
Sunken Lair of Almadris,Fighter,5,Ranger,6,Cleric,3,Ranger,5,Zombies,Skeletons,Skeletons,Lever Puzzle Room,Poison Needle Trap,Cursed Altar,Lich,,,,,,4.5,7,7,1,,1,5,5,2,11,6,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,1
Night Goblin Hole of Darkflight Pass,Cleric,4,Ranger,6,Cleric,4,Rogue,5,Goblins,Goblins,Boulder Trap,Boulder Trap,Boulder Trap,Goblins,Goblins,Goblins,Ghosts,Goblin Chieftain,,,4.375,10,9,0,Goblin Chieftain,0,0,0,1,6,6,0,0,0,2,8,4,0,0,0,1,5,5,5,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
Goblin Tunnels of Lemarchand,Rogue,5,Fighter,5,Druid,4,Druid,4,Goblins,Poison Needle Trap,Goblins,Poison Needle Trap,Goblins,Goblins,Goblins,Goblins,Poison Needle Trap,Goblin Chieftain,,,3.95,10,9,0,Goblin Chieftain,1,5,5,0,0,0,0,0,0,0,0,0,2,8,4,1,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Orc Tower of Icemarch,Ranger,6,Mage,6,Ranger,6,Ranger,6,Poison Needle Trap,Orcs,Orc Shaman,Poison Needle Trap,Wolves,Orc Shaman,Wolves,Poison Needle Trap,Wolves,Orc Warlord,,,6.75,10,6,0,Wolves,0,0,0,3,18,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3
Nightmare Cave of Darkflight Pass,Druid,2,Druid,2,Cleric,3,Fighter,3,Orcs,Riddle Door,Orcs,Dragon,,,,,,,,,3.75,4,3,0,Dragon,1,3,3,0,0,0,0,0,0,1,3,3,2,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Undead Pyramid of Calantha,Druid,3,Fighter,4,Fighter,2,Ranger,3,Poison Needle Trap,Zombies,Zombies,Poison Needle Trap,Skeletons,Ghosts,,,,,,,3.0,6,4,0,Skeletons,2,6,4,1,3,3,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2
Black Orc Tower of Galoron,Mage,6,Mage,4,Ranger,7,Fighter,6,Poison Needle Trap,Wolves,Wolves,Orcs,Poison Needle Trap,Orcs,Poison Needle Trap,Orcs,Orcs,Orc Shaman,,,5.5,10,10,1,,1,6,6,1,7,7,2,10,6,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Abandoned Treasure of Khaz-Gorond,Fighter,6,Mage,4,Rogue,5,Ranger,5,Snake Pit,Cursed Altar,Cursed Altar,Lich,Wolves,Riddle Door,,,,,,,4.25,6,6,1,,1,6,6,1,5,5,1,4,4,0,0,0,0,0,0,1,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0
Abandoned Treasure of Almadris,Mage,3,Mage,2,Mage,2,Fighter,2,Lever Puzzle Room,Riddle Door,Poison Needle Trap,Poison Needle Trap,Riddle Door,Orcs,,,,,,,2.75,6,3,0,Poison Needle Trap,1,2,2,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2
Timeless Temple of Riverfell,Fighter,1,Fighter,2,Rogue,2,Ranger,3,Snake Pit,Zombies,Ghosts,Poison Needle Trap,Lever Puzzle Room,,,,,,,,2.5,5,4,0,Lever Puzzle Room,2,3,2,1,3,3,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
Forgotten Temple of Azmar,Druid,4,Ranger,3,Rogue,4,Cleric,4,Lever Puzzle Room,Cursed Altar,Poison Needle Trap,Riddle Door,Goblins,Ghosts,,,,,,,2.825,6,6,1,,0,0,0,1,3,3,0,0,0,1,4,4,1,4,4,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
Forgotten Treasure of Lemarchand,Cleric,3,Druid,3,Fighter,3,Mage,3,Ghosts,Cursed Altar,Lever Puzzle Room,Poison Needle Trap,Lever Puzzle Room,Zombies,,,,,,,3.0,6,6,1,,1,3,3,0,0,0,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1
Nightmare Cave of Stormwind,Cleric,4,Ranger,3,Cleric,3,Druid,2,Snake Pit,Skeletons,Lever Puzzle Room,Lich,,,,,,,,,3.0,4,4,1,,0,0,0,1,3,3,0,0,0,2,7,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
Abandoned Temple of Khaz-Gorond,Cleric,4,Rogue,4,Druid,3,Ranger,4,Riddle Door,Poison Needle Trap,Ghosts,Snake Pit,Ghosts,Lever Puzzle Room,Riddle Door,,,,,,3.75,7,7,1,,0,0,0,1,4,4,0,0,0,1,4,4,1,3,3,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,1
Forgotten Treasure of Cheliax,Rogue,5,Cleric,4,Druid,4,Ranger,4,Riddle Door,Zombies,Skeletons,Ghosts,Skeletons,Poison Needle Trap,Boulder Trap,Riddle Door,,,,,4.0,8,7,0,Riddle Door,0,0,0,1,4,4,0,0,0,1,4,4,1,4,4,1,5,5,0,0,0,0,0,0,2,1,1,0,0,0,1,0,2,0,0,1
Ancient Cave of Darkflight Pass,Druid,5,Cleric,4,Rogue,5,Cleric,4,Skeletons,Snake Pit,Cursed Altar,Zombies,Skeletons,Dragon,,,,,,,4.75,6,5,0,Dragon,0,0,0,0,0,0,0,0,0,2,8,4,1,5,5,1,5,5,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0
Night Goblin Fort of Khaz-Gorond,Ranger,2,Mage,3,Mage,4,Rogue,4,Ghosts,Goblins,Boulder Trap,Boulder Trap,Goblins,Goblins,Goblin Chieftain,,,,,,3.2250000000000005,7,5,0,Goblins,0,0,0,1,2,2,2,7,4,0,0,0,0,0,0,1,4,4,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Sunken Maw of Cheliax,Druid,5,Fighter,3,Ranger,4,Fighter,4,Zombies,Poison Needle Trap,Zombies,Boulder Trap,Lever Puzzle Room,Dragon,,,,,,,4.75,6,5,0,Dragon,2,7,4,1,4,4,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1
Forgotten Dungeon of Stormwind,Fighter,3,Fighter,3,Druid,4,Ranger,3,Skeletons,Snake Pit,Riddle Door,Orcs,Cursed Altar,Zombies,,,,,,,2.75,6,5,0,Zombies,2,6,3,1,3,3,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
Forgotten Temple of Azmar,Cleric,2,Mage,2,Druid,3,Rogue,2,Zombies,Zombies,Riddle Door,Cursed Altar,Snake Pit,,,,,,,,2.25,5,5,1,,0,0,0,0,0,0,1,2,2,1,2,2,1,3,3,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0
Orc Warcamp of Riverfell,Cleric,6,Druid,6,Rogue,5,Mage,4,Orc Shaman,Poison Needle Trap,Wolves,Poison Needle Trap,Orcs,Orcs,Orcs,Poison Needle Trap,Orc Warlord,,,,5.5,9,9,1,,0,0,0,0,0,0,1,4,4,1,6,6,1,6,6,1,5,5,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Ancient Lair of Almadris,Cleric,5,Rogue,4,Mage,5,Druid,5,Boulder Trap,Orcs,Wolves,Orcs,Dragon,,,,,,,,4.5,5,4,0,Dragon,0,0,0,0,0,0,1,5,5,1,5,5,1,5,5,1,4,4,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Black Orc Cave of Darkflight Pass,Druid,6,Ranger,7,Druid,6,Druid,6,Wolves,Wolves,Orc Shaman,Orc Warlord,Cursed Altar,Orcs,Cursed Altar,Orc Shaman,Cursed Altar,Orc Warlord,,,7.25,10,7,0,Orc Shaman,0,0,0,1,7,7,0,0,0,0,0,0,3,18,6,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0
Orc Fort of Stonefell Peak,Cleric,3,Rogue,4,Druid,2,Mage,2,Orcs,Orcs,Cursed Altar,Orcs,Cursed Altar,Orcs,,,,,,,2.75,6,5,0,Orcs,0,0,0,0,0,0,1,2,2,1,3,3,1,2,2,1,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Ancient Den of Icemarch,Fighter,3,Ranger,3,Druid,4,Druid,4,Snake Pit,Snake Pit,Riddle Door,Skeletons,Lich,,,,,,,,3.5,5,4,0,Lich,1,3,3,1,3,3,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0
Lost Treasure of Calantha,Druid,4,Fighter,3,Ranger,3,Druid,4,Zombies,Goblins,Ghosts,Zombies,Boulder Trap,Snake Pit,Lever Puzzle Room,,,,,,3.325,7,7,1,,1,3,3,1,3,3,0,0,0,0,0,0,2,8,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0
Goblin Cave of Darkflight Pass,Druid,3,Fighter,2,Rogue,3,Mage,2,Snake Pit,Snake Pit,Goblins,Goblins,Goblins,Goblin Chieftain,,,,,,,2.4749999999999996,6,4,0,Goblins,1,2,2,0,0,0,1,2,2,0,0,0,1,3,3,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lost Temple of Riverfell,Rogue,3,Fighter,2,Ranger,2,Rogue,3,Poison Needle Trap,Boulder Trap,Cursed Altar,Ghosts,,,,,,,,,2.0,4,4,1,,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Forgotten Treasure of Stormwind,Druid,2,Fighter,3,Rogue,6,Mage,3,Snake Pit,Snake Pit,Snake Pit,Wolves,Skeletons,Lever Puzzle Room,,,,,,,3.0,6,6,1,,1,3,3,0,0,0,1,3,3,0,0,0,1,2,2,1,6,6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0
Undead Pyramid of Stormwind,Druid,1,Ranger,3,Rogue,2,Cleric,2,Boulder Trap,Zombies,Ghosts,Ghosts,,,,,,,,,2.25,4,2,0,Ghosts,0,0,0,1,3,3,0,0,0,1,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
Orc Keep of Almadris,Druid,3,Mage,5,Fighter,4,Rogue,5,Cursed Altar,Orcs,Wolves,Orcs,Orcs,Cursed Altar,Orc Warlord,,,,,,4.25,7,7,1,,1,4,4,0,0,0,1,5,5,0,0,0,1,3,3,1,5,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Goblin Fort of Stormwind,Rogue,3,Fighter,3,Mage,4,Mage,2,Goblins,Boulder Trap,Boulder Trap,Goblins,Goblins,Goblins,Boulder Trap,Goblins,Goblin Chieftain,,,,3.625,9,7,0,Goblins,1,3,3,0,0,0,2,6,4,0,0,0,0,0,0,1,3,3,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Forgotten Treasure of Riverfell,Mage,4,Druid,2,Fighter,4,Cleric,3,Poison Needle Trap,Riddle Door,Ghosts,Boulder Trap,Riddle Door,Snake Pit,,,,,,,3.0,6,6,1,,1,4,4,0,0,0,1,4,4,1,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1
Mountain Goblin Tunnels of Galoron,Rogue,3,Mage,1,Cleric,4,Ranger,2,Snake Pit,Goblins,Snake Pit,Goblins,Goblins,Goblins,Goblin Chieftain,,,,,,2.8,7,4,0,Goblins,0,0,0,1,2,2,1,1,1,1,4,4,0,0,0,1,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Undead Pyramid of Calantha,Mage,5,Fighter,4,Mage,4,Fighter,4,Zombies,Skeletons,Skeletons,Skeletons,Boulder Trap,Boulder Trap,Ghosts,,,,,,3.5,7,5,0,Boulder Trap,2,8,4,0,0,0,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0
Sunken Cave of Lemarchand,Druid,2,Ranger,3,Rogue,5,Druid,2,Boulder Trap,Zombies,Lich,,,,,,,,,,2.5,3,2,0,Lich,0,0,0,1,3,3,0,0,0,0,0,0,2,4,2,1,5,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Timeless Temple of Cheliax,Fighter,5,Ranger,5,Rogue,6,Mage,5,Lever Puzzle Room,Boulder Trap,Skeletons,Poison Needle Trap,Skeletons,Snake Pit,Lever Puzzle Room,Ghosts,Skeletons,Riddle Door,,,5.0,10,10,1,,1,5,5,1,5,5,1,5,5,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,3,0,1,0,0,0,1,2,1,0,1,1
Abandoned Dungeon of Stonefell Peak,Cleric,3,Ranger,3,Ranger,1,Druid,3,Ghosts,Lever Puzzle Room,Lever Puzzle Room,Zombies,Snake Pit,,,,,,,,2.5,5,5,1,,0,0,0,2,4,3,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0
Nightmare Cave of Darkflight Pass,Rogue,5,Ranger,5,Fighter,5,Cleric,5,Snake Pit,Wolves,Wolves,Wolves,Dragon,,,,,,,,5.0,5,5,1,,1,5,5,1,5,5,0,0,0,1,5,5,0,0,0,1,5,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mountain Goblin Hole of Riverfell,Cleric,3,Cleric,2,Druid,4,Fighter,3,Boulder Trap,Goblins,Goblins,Goblins,Goblins,Boulder Trap,Goblin Chieftain,,,,,,2.8,7,7,1,,1,3,3,0,0,0,0,0,0,2,5,3,1,4,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Black Orc Town of Khaz-Gorond,Druid,8,Druid,6,Fighter,7,Cleric,7,Orcs,Boulder Trap,Boulder Trap,Orc Warlord,Boulder Trap,Boulder Trap,Orcs,Orcs,Orc Warlord,Orcs,Orcs,Orc Shaman,7.5,12,12,1,,1,7,7,0,0,0,0,0,0,1,7,7,2,14,8,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,4,0,0,0,0,0
Sunken Cave of Galoron,Fighter,4,Fighter,4,Mage,3,Ranger,3,Wolves,Goblins,Snake Pit,Dragon,,,,,,,,,3.825,4,4,1,,2,8,4,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Forgotten Dungeon of Khaz-Gorond,Ranger,1,Druid,1,Mage,3,Cleric,2,Snake Pit,Lever Puzzle Room,Zombies,Snake Pit,,,,,,,,,1.75,4,4,1,,0,0,0,1,1,1,1,3,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
Timeless Temple of Lakeshore,Rogue,4,Fighter,2,Cleric,3,Cleric,3,Skeletons,Cursed Altar,Skeletons,Basilisk,Riddle Door,,,,,,,,3.0,5,5,1,,1,2,2,0,0,0,0,0,0,2,6,3,0,0,0,1,4,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0
Mountain Goblin Warrens of Darkflight Pass,Rogue,3,Rogue,3,Ranger,2,Druid,2,Goblins,Goblins,Boulder Trap,Goblin Chieftain,,,,,,,,,1.65,4,4,1,,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,2,6,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sunken Den of Icemarch,Cleric,2,Rogue,3,Fighter,3,Mage,4,Zombies,Boulder Trap,Lever Puzzle Room,Basilisk,,,,,,,,,2.5,4,4,1,,1,3,3,0,0,0,1,4,4,1,2,2,0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Sunken Lair of Khaz-Gorond,Druid,4,Rogue,3,Fighter,2,Druid,2,Cursed Altar,Riddle Door,Zombies,Lich,,,,,,,,,3.0,4,4,1,,1,2,2,0,0,0,0,0,0,0,0,0,2,6,4,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Lost Temple of Khaz-Gorond,Rogue,3,Fighter,1,Mage,2,Druid,2,Riddle Door,Snake Pit,Lever Puzzle Room,Boulder Trap,Skeletons,Cursed Altar,,,,,,,2.75,6,5,0,Cursed Altar,1,1,1,0,0,0,1,2,2,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
Undead Ziggurat of Stormwind,Fighter,2,Fighter,2,Druid,2,Mage,2,Skeletons,Skeletons,Boulder Trap,Zombies,,,,,,,,,1.75,4,3,0,Zombies,2,4,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Nightmare Lair of Galoron,Cleric,1,Fighter,2,Rogue,3,Druid,2,Wolves,Poison Needle Trap,Basilisk,,,,,,,,,,2.25,3,3,1,,1,2,2,0,0,0,0,0,0,1,1,1,1,2,2,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Undead Pyramid of Cheliax,Ranger,5,Ranger,4,Druid,5,Fighter,5,Boulder Trap,Boulder Trap,Skeletons,Zombies,Skeletons,Skeletons,Zombies,Boulder Trap,Zombies,Ghosts,,,5.0,10,8,0,Zombies,1,5,5,2,9,5,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0
Goblin Cave of Galoron,Druid,1,Fighter,1,Cleric,3,Druid,2,Goblins,Poison Needle Trap,Goblins,Goblin Chieftain,,,,,,,,,1.65,4,4,1,,1,1,1,0,0,0,0,0,0,1,3,3,2,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Undead City of Riverfell,Fighter,2,Ranger,4,Cleric,3,Rogue,4,Zombies,Poison Needle Trap,Lich,,,,,,,,,,2.5,3,3,1,,1,2,2,1,4,4,0,0,0,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Undead Ziggurat of Cheliax,Ranger,3,Cleric,3,Rogue,4,Druid,2,Poison Needle Trap,Zombies,Skeletons,Zombies,Skeletons,Poison Needle Trap,Ghosts,,,,,,3.5,7,4,0,Skeletons,0,0,0,1,3,3,0,0,0,1,3,3,1,2,2,1,4,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2
Sunken Cave of Stonefell Peak,Druid,4,Mage,3,Cleric,5,Rogue,4,Wolves,Lever Puzzle Room,Wolves,Goblins,Poison Needle Trap,Boulder Trap,Basilisk,,,,,,4.325,7,7,1,,0,0,0,0,0,0,1,3,3,1,5,5,1,4,4,1,4,4,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Sunken Lair of Lemarchand,Mage,2,Druid,2,Fighter,2,Rogue,4,Skeletons,Lever Puzzle Room,Lich,,,,,,,,,,2.5,3,3,1,,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Undead Ziggurat of Limeneth,Rogue,4,Mage,5,Ranger,4,Mage,6,Poison Needle Trap,Poison Needle Trap,Ghosts,Skeletons,Skeletons,Zombies,Lich,,,,,,4.75,7,7,1,,0,0,0,1,4,4,2,11,6,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,2
Nightmare Tomb of Lakeshore,Ranger,3,Mage,5,Rogue,7,Ranger,2,Lever Puzzle Room,Zombies,Poison Needle Trap,Zombies,Lich,,,,,,,,3.5,5,5,1,,0,0,0,2,5,3,1,5,5,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1
Abandoned Treasure of Almadris,Mage,4,Ranger,3,Mage,4,Fighter,5,Snake Pit,Skeletons,Ghosts,Ghosts,Poison Needle Trap,Snake Pit,Riddle Door,,,,,,3.75,7,7,1,,1,5,5,1,3,3,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,1
Ancient Lair of Limeneth,Fighter,2,Druid,3,Rogue,3,Mage,2,Riddle Door,Orcs,Dragon,,,,,,,,,,3.25,3,2,0,Dragon,1,2,2,0,0,0,1,2,2,0,0,0,1,3,3,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dread Den of Galoron,Fighter,3,Druid,5,Mage,4,Ranger,2,Skeletons,Zombies,Boulder Trap,Skeletons,Lich,,,,,,,,3.5,5,5,1,,1,3,3,1,2,2,1,4,4,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0
Timeless Treasure of Stonefell Peak,Fighter,3,Rogue,3,Mage,3,Ranger,2,Boulder Trap,Skeletons,Poison Needle Trap,Goblins,Snake Pit,Lever Puzzle Room,Cursed Altar,,,,,,3.075,7,7,1,,1,3,3,1,2,2,1,3,3,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
Undead Mausoleum of Sintharion,Ranger,4,Rogue,5,Ranger,5,Cleric,4,Cursed Altar,Zombies,Cursed Altar,Skeletons,Skeletons,Zombies,Lich,,,,,,4.5,7,7,1,,0,0,0,2,9,5,0,0,0,1,4,4,0,0,0,1,5,5,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0,0
Abandoned Dungeon of Lakeshore,Mage,2,Druid,2,Rogue,3,Fighter,2,Boulder Trap,Boulder Trap,Skeletons,Boulder Trap,Skeletons,,,,,,,,2.25,5,5,1,,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
Lost Treasure of Cheliax,Rogue,3,Druid,1,Fighter,3,Rogue,2,Skeletons,Boulder Trap,Ghosts,Snake Pit,Riddle Door,,,,,,,,2.5,5,4,0,Riddle Door,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,2,5,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Undead Sepulcher of Riverfell,Ranger,2,Mage,3,Rogue,5,Druid,5,Cursed Altar,Ghosts,Cursed Altar,Ghosts,Skeletons,Zombies,Skeletons,,,,,,3.75,7,7,1,,0,0,0,1,2,2,1,3,3,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0
Infernal Den of Galoron,Mage,5,Rogue,5,Cleric,3,Fighter,4,Poison Needle Trap,Cursed Altar,Skeletons,Skeletons,Lich,,,,,,,,3.5,5,5,1,,1,4,4,0,0,0,1,5,5,1,3,3,0,0,0,1,5,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1
Old Maw of Icemarch,Cleric,3,Cleric,3,Fighter,2,Druid,3,Zombies,Lever Puzzle Room,Riddle Door,Snake Pit,Basilisk,,,,,,,,3.0,5,5,1,,1,2,2,0,0,0,0,0,0,2,6,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
Dread Cave of Darkflight Pass,Rogue,3,Fighter,4,Ranger,4,Mage,4,Zombies,Skeletons,Lever Puzzle Room,Zombies,Lich,,,,,,,,3.5,5,5,1,,1,4,4,1,4,4,1,4,4,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0
Mountain Goblin Tower of Darkflight Pass,Ranger,3,Ranger,2,Fighter,1,Mage,3,Snake Pit,Snake Pit,Goblins,Goblins,Goblins,Goblin Chieftain,,,,,,,2.4749999999999996,6,3,0,Goblins,1,1,1,2,5,3,1,3,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Abandoned Treasure of Cheliax,Ranger,3,Fighter,3,Rogue,2,Mage,2,Boulder Trap,Zombies,Zombies,Poison Needle Trap,Poison Needle Trap,Zombies,,,,,,,2.75,6,6,1,,1,3,3,1,3,3,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2
Timeless Dungeon of Darkflight Pass,Mage,3,Fighter,3,Fighter,2,Cleric,1,Riddle Door,Boulder Trap,Poison Needle Trap,Orcs,Orcs,,,,,,,,2.25,5,5,1,,2,5,3,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Dread Tomb of Almadris,Ranger,4,Ranger,3,Cleric,2,Fighter,3,Riddle Door,Zombies,Skeletons,Zombies,Lich,,,,,,,,3.5,5,5,1,,1,3,3,2,7,4,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0
Timeless Temple of Darkflight Pass,Fighter,3,Ranger,3,Mage,4,Druid,1,Zombies,Lever Puzzle Room,Snake Pit,Lever Puzzle Room,Riddle Door,Cursed Altar,,,,,,,2.75,6,6,1,,1,3,3,1,3,3,1,4,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0
