Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Forgotten Temple of Cheliax,Fighter,2,Mage,3,Rogue,6,Ranger,3,Boulder Trap,Orcs,Lever Puzzle Room,Boulder Trap,Cursed Altar,Ghosts,,,,,,,6,6,1,,1,2,2,1,3,3,1,3,3,0,0,0,0,0,0,1,6,6,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0
Forgotten Dungeon of Khaz-Gorond,Rogue,2,Druid,1,Cleric,2,Rogue,4,Skeletons,Snake Pit,Boulder Trap,Unknown,,,,,,,,,4,2,0,Boulder Trap,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
Black Orc City of Almadris,Mage,8,Mage,7,Rogue,6,Cleric,6,Snake Pit,Wolves,Orcs,Snake Pit,Orcs,Orcs,Orcs,Orcs,Snake Pit,Unknown,Unknown,Unknown,12,8,0,Snake Pit,0,0,0,0,0,0,2,15,8,1,6,6,0,0,0,1,6,6,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,4,0
Undead Ziggurat of Lakeshore,Ranger,4,Rogue,6,Mage,5,Ranger,5,Cursed Altar,Ghosts,Ghosts,Ghosts,Cursed Altar,Ghosts,Ghosts,,,,,,7,7,1,,0,0,0,2,9,5,1,5,5,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0
Lost Treasure of Darkflight Pass,Mage,1,Mage,2,Rogue,1,Druid,1,Snake Pit,Riddle Door,Wolves,,,,,,,,,,3,2,0,Wolves,0,0,0,0,0,0,2,3,2,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Undead City of Sintharion,Druid,1,Cleric,2,Mage,3,Fighter,1,Zombies,Zombies,Skeletons,Poison Needle Trap,Poison Needle Trap,Zombies,,,,,,,6,6,1,,1,1,1,0,0,0,1,3,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2
Infernal Cave of Sintharion,Ranger,5,Mage,6,Mage,6,Cleric,4,Boulder Trap,Goblins,Wolves,Wolves,Snake Pit,Dragon,,,,,,,6,5,0,Dragon,0,0,0,1,5,5,2,12,6,1,4,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Timeless Dungeon of Lemarchand,Ranger,2,Fighter,4,Rogue,4,Druid,4,Cursed Altar,Skeletons,Snake Pit,Zombies,Unknown,Unknown,Unknown,,,,,,7,3,0,Zombies,1,4,4,1,2,2,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,0
Abandoned Dungeon of Almadris,Cleric,2,Druid,2,Rogue,3,Mage,3,Lever Puzzle Room,Poison Needle Trap,Wolves,Boulder Trap,Riddle Door,,,,,,,,5,5,1,,0,0,0,0,0,0,1,3,3,1,2,2,1,2,2,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Orc Citadel of Azmar,Ranger,5,Ranger,5,Rogue,7,Mage,6,Boulder Trap,Orc Shaman,Orcs,Boulder Trap,Wolves,Wolves,Boulder Trap,Orcs,Unknown,,,,9,7,0,Orcs,0,0,0,2,10,5,1,6,6,0,0,0,0,0,0,1,7,7,0,0,2,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0
Mountain Goblin Cave of Galoron,Rogue,1,Cleric,1,Rogue,2,Druid,2,Goblins,Snake Pit,Goblin Chieftain,,,,,,,,,,3,2,0,Goblin Chieftain,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Old Lair of Khaz-Gorond,Fighter,2,Mage,3,Druid,2,Mage,2,Skeletons,Zombies,Skeletons,Snake Pit,Unknown,,,,,,,,5,3,0,Snake Pit,1,2,2,0,0,0,2,5,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0
Goblin Town of Limeneth,Mage,4,Cleric,4,Fighter,4,Cleric,3,Goblins,Goblins,Goblins,Poison Needle Trap,Goblins,Goblins,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12,5,0,Goblins,1,4,4,0,0,0,1,4,4,2,7,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Undead Mausoleum of Stonefell Peak,Fighter,5,Fighter,5,Mage,5,Cleric,4,Zombies,Cursed Altar,Cursed Altar,Cursed Altar,Skeletons,Skeletons,Ghosts,Zombies,Ghosts,Zombies,,,10,10,1,,2,10,5,0,0,0,1,5,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,3,0,0
Goblin Tower of Stonefell Peak,Fighter,3,Fighter,2,Rogue,4,Ranger,2,Poison Needle Trap,Goblins,Goblins,Poison Needle Trap,Goblins,Goblins,Goblin Chieftain,,,,,,7,7,1,,2,5,3,1,2,2,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Abandoned Treasure of Khaz-Gorond,Druid,4,Cleric,2,Mage,3,Ranger,3,Cursed Altar,Cursed Altar,Basilisk,Skeletons,Poison Needle Trap,,,,,,,,5,5,1,,0,0,0,1,3,3,1,3,3,1,2,2,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1
Old Tomb of Limeneth,Ranger,4,Ranger,3,Rogue,3,Cleric,2,Skeletons,Skeletons,Poison Needle Trap,Lich,,,,,,,,,4,4,1,,0,0,0,2,7,4,0,0,0,1,2,2,0,0,0,1,3,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
Sunken Den of Stormwind,Ranger,3,Fighter,3,Mage,4,Druid,3,Skeletons,Lever Puzzle Room,Skeletons,Lich,,,,,,,,,4,4,1,,1,3,3,1,3,3,1,4,4,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
Dread Den of Azmar,Fighter,3,Ranger,4,Mage,3,Druid,4,Snake Pit,Riddle Door,Boulder Trap,Wolves,Wolves,Basilisk,,,,,,,6,6,1,,1,3,3,1,4,4,1,3,3,0,0,0,1,4,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
Undead Keep of Stonefell Peak,Fighter,5,Fighter,5,Rogue,6,Mage,4,Zombies,Poison Needle Trap,Ghosts,Ghosts,Poison Needle Trap,Poison Needle Trap,Zombies,Zombies,Ghosts,,,,9,9,1,,2,10,5,0,0,0,1,4,4,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
Old Maw of Khaz-Gorond,Mage,3,Ranger,3,Fighter,3,Fighter,4,Cursed Altar,Skeletons,Dragon,,,,,,,,,,3,2,0,Dragon,2,7,4,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Timeless Treasure of Lemarchand,Fighter,6,Cleric,7,Druid,6,Ranger,6,Riddle Door,Boulder Trap,Riddle Door,Wolves,Cursed Altar,Lich,Poison Needle Trap,Lich,Zombies,,,,9,9,1,,1,6,6,1,6,6,0,0,0,1,7,7,1,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,1,0,1
Orc Tower of Icemarch,Rogue,5,Fighter,2,Druid,3,Mage,3,Wolves,Orcs,Snake Pit,Orcs,Snake Pit,Orcs,Orc Shaman,,,,,,7,7,1,,1,2,2,0,0,0,1,3,3,0,0,0,1,3,3,1,5,5,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Old Cave of Khaz-Gorond,Fighter,3,Ranger,1,Ranger,1,Rogue,6,Riddle Door,Boulder Trap,Zombies,Basilisk,,,,,,,,,4,3,0,Basilisk,1,3,3,2,2,1,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
Abandoned Dungeon of Galoron,Fighter,3,Druid,4,Mage,3,Rogue,3,Lever Puzzle Room,Poison Needle Trap,Riddle Door,Zombies,Boulder Trap,Ghosts,Ghosts,,,,,,7,7,1,,1,3,3,0,0,0,1,3,3,0,0,0,1,4,4,1,3,3,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,1
Orc Fort of Lakeshore,Fighter,4,Mage,3,Rogue,5,Rogue,4,Orcs,Wolves,Wolves,Poison Needle Trap,Orcs,Poison Needle Trap,Orc Shaman,,,,,,7,7,1,,1,4,4,0,0,0,1,3,3,0,0,0,0,0,0,2,9,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Undead Keep of Darkflight Pass,Fighter,5,Mage,5,Fighter,4,Mage,5,Skeletons,Poison Needle Trap,Ghosts,Zombies,Poison Needle Trap,Lich,,,,,,,6,6,1,,2,9,5,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
Forgotten Temple of Cheliax,Mage,2,Rogue,6,Cleric,3,Fighter,2,Cursed Altar,Zombies,Ghosts,Cursed Altar,Cursed Altar,Lever Puzzle Room,,,,,,,6,6,1,,1,2,2,0,0,0,1,2,2,1,3,3,0,0,0,1,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0
Forgotten Treasure of Almadris,Ranger,4,Fighter,3,Druid,3,Cleric,3,Riddle Door,Skeletons,Boulder Trap,Poison Needle Trap,Riddle Door,Cursed Altar,,,,,,,6,6,1,,1,3,3,1,4,4,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1
Goblin Tower of Stonefell Peak,Fighter,1,Rogue,3,Fighter,3,Ranger,1,Goblins,Boulder Trap,Goblins,Goblin Chieftain,,,,,,,,,4,4,1,,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Old Cave of Galoron,Druid,5,Ranger,4,Mage,4,Druid,6,Cursed Altar,Cursed Altar,Wolves,Lever Puzzle Room,Wolves,Dragon,,,,,,,6,5,0,Dragon,0,0,0,1,4,4,1,4,4,0,0,0,2,11,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
Sunken Maw of Khaz-Gorond,Mage,5,Ranger,5,Mage,4,Cleric,3,Cursed Altar,Zombies,Skeletons,Riddle Door,Zombies,Dragon,,,,,,,6,6,1,,0,0,0,1,5,5,2,9,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0
Dread Den of Riverfell,Rogue,3,Rogue,4,Cleric,2,Fighter,3,Skeletons,Skeletons,Riddle Door,Lich,,,,,,,,,4,3,0,Lich,1,3,3,0,0,0,0,0,0,1,2,2,0,0,0,2,7,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
Mountain Goblin Hole of Lemarchand,Druid,3,Cleric,4,Rogue,5,Mage,2,Wolves,Snake Pit,Wolves,Snake Pit,Goblins,Goblin Chieftain,,,,,,,6,6,1,,0,0,0,0,0,0,1,2,2,1,4,4,1,3,3,1,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Old Lair of Khaz-Gorond,Mage,3,Fighter,4,Mage,3,Cleric,4,Cursed Altar,Riddle Door,Cursed Altar,Zombies,Basilisk,,,,,,,,5,5,1,,1,4,4,0,0,0,2,6,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0
Ancient Cave of Cheliax,Mage,4,Rogue,4,Fighter,4,Fighter,4,Cursed Altar,Wolves,Orcs,Wolves,Dragon,,,,,,,,5,4,0,Dragon,2,8,4,0,0,0,1,4,4,0,0,0,0,0,0,1,4,4,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Old Den of Stormwind,Rogue,5,Mage,5,Cleric,5,Cleric,7,Poison Needle Trap,Zombies,Cursed Altar,Skeletons,Zombies,Cursed Altar,Dragon,,,,,,7,7,1,,0,0,0,0,0,0,1,5,5,2,12,7,0,0,0,1,5,5,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1
Forgotten Temple of Darkflight Pass,Druid,5,Mage,4,Cleric,2,Ranger,3,Snake Pit,Lever Puzzle Room,Ghosts,Cursed Altar,Snake Pit,Ghosts,Skeletons,,,,,,7,7,1,,0,0,0,1,3,3,1,4,4,1,2,2,1,5,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0
Night Goblin Tunnels of Khaz-Gorond,Cleric,3,Mage,1,Druid,2,Mage,1,Snake Pit,Goblins,Goblins,Goblin Chieftain,,,,,,,,,4,3,0,Goblin Chieftain,0,0,0,0,0,0,2,2,1,1,3,3,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Forgotten Treasure of Almadris,Cleric,3,Mage,3,Mage,4,Ranger,4,Skeletons,Riddle Door,Boulder Trap,Ghosts,Skeletons,Skeletons,Cursed Altar,,,,,,7,7,1,,0,0,0,1,4,4,2,7,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0
Old Lair of Sintharion,Mage,4,Druid,5,Fighter,5,Mage,3,Skeletons,Boulder Trap,Riddle Door,Cursed Altar,Skeletons,Skeletons,Basilisk,,,,,,7,7,1,,1,5,5,0,0,0,2,7,4,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0
Timeless Treasure of Stormwind,Mage,4,Fighter,3,Mage,4,Druid,3,Lever Puzzle Room,Zombies,Zombies,Snake Pit,Lever Puzzle Room,Orcs,Boulder Trap,Snake Pit,Zombies,,,,9,9,1,,1,3,3,0,0,0,2,8,4,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,2,0,0,2,0
Forgotten Temple of Calantha,Mage,2,Mage,3,Cleric,3,Ranger,4,Boulder Trap,Cursed Altar,Boulder Trap,Poison Needle Trap,Unknown,Unknown,,,,,,,6,3,0,Poison Needle Trap,0,0,0,1,4,4,2,5,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1
Abandoned Dungeon of Lemarchand,Mage,3,Druid,5,Druid,4,Fighter,4,Zombies,Zombies,Riddle Door,Lever Puzzle Room,Zombies,Riddle Door,Cursed Altar,Ghosts,,,,,8,8,1,,1,4,4,0,0,0,1,3,3,0,0,0,2,9,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,1,0,0
Old Lair of Stormwind,Cleric,2,Mage,3,Fighter,3,Rogue,5,Skeletons,Zombies,Boulder Trap,Poison Needle Trap,Lich,,,,,,,,5,5,1,,1,3,3,0,0,0,1,3,3,1,2,2,0,0,0,1,5,5,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
Goblin Tunnels of Icemarch,Fighter,3,Druid,2,Ranger,2,Mage,2,Goblins,Goblins,Poison Needle Trap,Goblins,Poison Needle Trap,Goblins,Goblins,,,,,,7,6,0,Goblins,1,3,3,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dread Lair of Limeneth,Mage,4,Cleric,3,Mage,4,Ranger,2,Snake Pit,Skeletons,Poison Needle Trap,Basilisk,,,,,,,,,4,4,1,,0,0,0,1,2,2,2,8,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
Nightmare Maw of Stormwind,Mage,2,Rogue,3,Fighter,1,Cleric,2,Boulder Trap,Orcs,Basilisk,,,,,,,,,,3,2,0,Basilisk,1,1,1,0,0,0,1,2,2,1,2,2,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Forgotten Treasure of Stormwind,Fighter,2,Druid,4,Cleric,3,Ranger,2,Snake Pit,Skeletons,Poison Needle Trap,Lever Puzzle Room,Lever Puzzle Room,Cursed Altar,,,,,,,6,6,1,,1,2,2,1,2,2,0,0,0,1,3,3,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1
Undead Keep of Calantha,Rogue,2,Cleric,2,Fighter,4,Mage,2,Boulder Trap,Skeletons,Ghosts,Ghosts,,,,,,,,,4,4,1,,1,4,4,0,0,0,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0
Sunken Maw of Lakeshore,Rogue,5,Fighter,5,Ranger,5,Cleric,5,Wolves,Wolves,Wolves,Riddle Door,Riddle Door,Riddle Door,Basilisk,,,,,,7,7,1,,1,5,5,1,5,5,0,0,0,1,5,5,0,0,0,1,5,5,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
Goblin Tower of Sintharion,Rogue,5,Druid,2,Mage,2,Druid,3,Boulder Trap,Goblins,Goblins,Unknown,Unknown,Unknown,Unknown,,,,,,7,2,0,Goblins,0,0,0,0,0,0,1,2,2,0,0,0,2,5,3,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Black Orc Cave of Stormwind,Rogue,7,Cleric,5,Ranger,5,Fighter,7,Orcs,Orc Warlord,Boulder Trap,Orc Warlord,Boulder Trap,Orc Warlord,Orc Warlord,,,,,,7,7,1,,1,7,7,1,5,5,0,0,0,1,5,5,0,0,0,1,7,7,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0
Timeless Temple of Sintharion,Mage,4,Ranger,4,Cleric,3,Rogue,4,Zombies,Riddle Door,Lever Puzzle Room,Ghosts,Boulder Trap,Ghosts,Riddle Door,,,,,,7,7,1,,0,0,0,1,4,4,1,4,4,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,0
Abandoned Temple of Cheliax,Ranger,3,Ranger,3,Fighter,2,Fighter,4,Snake Pit,Cursed Altar,Riddle Door,Skeletons,Orcs,Unknown,Unknown,,,,,,7,4,0,Orcs,2,6,4,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Black Orc Citadel of Cheliax,Ranger,4,Ranger,5,Cleric,6,Fighter,5,Orcs,Boulder Trap,Orcs,Boulder Trap,Orc Warlord,Wolves,Boulder Trap,Orcs,Orcs,Orcs,,,10,10,1,,1,5,5,2,9,5,0,0,0,1,6,6,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0
Orc Keep of Khaz-Gorond,Rogue,4,Cleric,3,Mage,3,Mage,3,Cursed Altar,Orcs,Cursed Altar,Wolves,Orcs,Orcs,Orc Shaman,,,,,,7,7,1,,0,0,0,0,0,0,2,6,3,1,3,3,0,0,0,1,4,4,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Undead Keep of Khaz-Gorond,Mage,7,Rogue,7,Ranger,7,Cleric,5,Cursed Altar,Skeletons,Skeletons,Cursed Altar,Zombies,Zombies,Zombies,Cursed Altar,Skeletons,Lich,,,10,10,1,,0,0,0,1,7,7,1,7,7,1,5,5,0,0,0,1,7,7,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,3,0,0
Timeless Temple of Lemarchand,Druid,3,Rogue,4,Mage,5,Cleric,5,Cursed Altar,Boulder Trap,Snake Pit,Wolves,Lever Puzzle Room,Boulder Trap,Cursed Altar,,,,,,7,7,1,,0,0,0,0,0,0,1,5,5,1,5,5,1,3,3,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0
Sunken Maw of Azmar,Mage,2,Fighter,2,Cleric,1,Rogue,2,Goblins,Cursed Altar,Basilisk,,,,,,,,,,3,3,1,,1,2,2,0,0,0,1,2,2,1,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Old Lair of Darkflight Pass,Ranger,4,Fighter,3,Druid,3,Mage,5,Snake Pit,Riddle Door,Cursed Altar,Skeletons,Lich,,,,,,,,5,5,1,,1,3,3,1,4,4,1,5,5,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
Undead Ziggurat of Lemarchand,Mage,5,Fighter,6,Ranger,4,Druid,5,Boulder Trap,Boulder Trap,Zombies,Zombies,Skeletons,Skeletons,Lich,,,,,,7,7,1,,1,6,6,1,4,4,1,5,5,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0
Orc Warcamp of Icemarch,Cleric,3,Ranger,3,Cleric,4,Mage,5,Orcs,Orcs,Cursed Altar,Orcs,Unknown,Unknown,Unknown,,,,,,7,3,0,Orcs,0,0,0,1,3,3,1,5,5,2,7,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Goblin Cave of Azmar,Fighter,3,Ranger,5,Cleric,3,Mage,5,Goblins,Goblins,Goblins,Goblins,Snake Pit,Snake Pit,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,10,10,1,,1,3,3,1,5,5,1,5,5,1,3,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Timeless Temple of Azmar,Ranger,4,Fighter,5,Druid,4,Ranger,5,Wolves,Cursed Altar,Ghosts,Zombies,Skeletons,Boulder Trap,Boulder Trap,Poison Needle Trap,,,,,8,7,0,Poison Needle Trap,1,5,5,2,9,5,0,0,0,0,0,0,1,4,4,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,1,0,1
Abandoned Dungeon of Limeneth,Ranger,3,Cleric,4,Ranger,3,Mage,3,Goblins,Goblins,Boulder Trap,Snake Pit,Riddle Door,Boulder Trap,,,,,,,6,6,1,,0,0,0,2,6,3,1,3,3,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0
Orc Tower of Lakeshore,Mage,2,Mage,2,Cleric,2,Rogue,3,Wolves,Orcs,Cursed Altar,Orcs,,,,,,,,,4,4,1,,0,0,0,0,0,0,2,4,2,1,2,2,0,0,0,1,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ancient Lair of Stonefell Peak,Fighter,5,Druid,5,Ranger,5,Mage,5,Goblins,Boulder Trap,Goblins,Lever Puzzle Room,Wolves,Boulder Trap,Dragon,,,,,,7,7,1,,1,5,5,1,5,5,1,5,5,0,0,0,1,5,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
Old Lair of Khaz-Gorond,Rogue,4,Fighter,3,Rogue,3,Ranger,2,Zombies,Zombies,Zombies,Unknown,Unknown,,,,,,,,5,2,0,Zombies,1,3,3,1,2,2,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0
Forgotten Dungeon of Sintharion,Rogue,5,Rogue,4,Ranger,4,Druid,3,Lever Puzzle Room,Lever Puzzle Room,Wolves,Zombies,Snake Pit,Snake Pit,Skeletons,,,,,,7,7,1,,0,0,0,1,4,4,0,0,0,0,0,0,1,3,3,2,9,5,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0
Forgotten Treasure of Calantha,Mage,5,Fighter,5,Rogue,5,Druid,4,Boulder Trap,Lever Puzzle Room,Cursed Altar,Ghosts,Zombies,Zombies,Snake Pit,Ghosts,,,,,8,8,1,,1,5,5,0,0,0,1,5,5,0,0,0,1,4,4,1,5,5,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,1,1,0
Timeless Dungeon of Calantha,Fighter,4,Rogue,6,Cleric,3,Druid,2,Riddle Door,Snake Pit,Lever Puzzle Room,Snake Pit,Zombies,Lever Puzzle Room,Skeletons,,,,,,7,7,1,,1,4,4,0,0,0,0,0,0,1,3,3,1,2,2,1,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,0
Undead Mausoleum of Galoron,Mage,2,Mage,1,Ranger,2,Fighter,2,Zombies,Cursed Altar,Skeletons,Skeletons,Unknown,Unknown,,,,,,,6,3,0,Skeletons,1,2,2,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0
Forgotten Temple of Stormwind,Fighter,3,Cleric,4,Cleric,3,Ranger,4,Riddle Door,Lever Puzzle Room,Zombies,Lever Puzzle Room,Boulder Trap,Ghosts,,,,,,,6,6,1,,1,3,3,1,4,4,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0
Infernal Cave of Sintharion,Cleric,4,Cleric,4,Ranger,4,Fighter,4,Goblins,Snake Pit,Wolves,Dragon,,,,,,,,,4,4,1,,1,4,4,1,4,4,0,0,0,2,8,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Undead Sepulcher of Darkflight Pass,Rogue,5,Fighter,4,Ranger,5,Mage,5,Ghosts,Poison Needle Trap,Skeletons,Poison Needle Trap,Poison Needle Trap,Ghosts,Skeletons,Zombies,Ghosts,,,,9,9,1,,1,4,4,1,5,5,1,5,5,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,3
Mountain Goblin Fort of Lakeshore,Cleric,2,Ranger,3,Mage,2,Cleric,3,Goblins,Goblins,Snake Pit,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,,,,7,6,0,Goblin Chieftain,0,0,0,1,3,3,1,2,2,2,5,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lost Temple of Azmar,Druid,4,Ranger,2,Druid,3,Mage,2,Snake Pit,Riddle Door,Skeletons,Snake Pit,Lever Puzzle Room,Riddle Door,,,,,,,6,6,1,,0,0,0,1,2,2,1,2,2,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0
